name,listening count,Z-score,IQR_meth
Joan Jett and the Blackhearts,4932,0.03,True
Dolores O'Riordan,4931,0.03,True
The Music,4928,0.03,True
Lauryn Hill,4923,0.03,True
Jessie James,4919,0.03,True
Billy Idol,4919,0.03,True
Falling Up,4913,0.03,True
Insane Clown Posse,4912,0.03,True
Watchout! There's Ghosts,4910,0.03,True
Thirteen Senses,4904,0.03,True
McAlmont & Butler,4900,0.03,True
Мумий Тролль,4893,0.03,True
Lordi,4890,0.03,True
Trash Talk,4889,0.03,True
Kellie Pickler,4883,0.03,True
The Whitest Boy Alive,4879,0.03,True
Data 80,4871,0.03,True
Modern Talking,4865,0.03,True
Marié Digby,4863,0.03,True
Volbeat,4863,0.03,True
Pete Yorn & Scarlett Johansson,4857,0.03,True
GZA/Genius,4848,0.03,True
Dead or Alive,4844,0.03,True
Kettel,4841,0.03,True
Train,4829,0.03,True
Ben Folds Five,4821,0.03,True
The Go-Go's,4811,0.03,True
Broadcast,4808,0.03,True
Andrea Bocelli,4808,0.03,True
Dance of Days,4802,0.03,True
The Band Perry,4800,0.03,True
PENICILLIN,4799,0.03,True
Black Light Burns,4795,0.03,True
Emancipator,4793,0.03,True
John Foxx,4781,0.03,True
Thriving Ivory,4779,0.03,True
BarlowGirl,4759,0.02,True
Hardcore Superstar,4758,0.02,True
Steely Dan,4756,0.02,True
Louis Armstrong,4755,0.02,True
Wisin & Yandel,4739,0.02,True
Madness,4739,0.02,True
Sam Sparro,4739,0.02,True
Eva Simons,4739,0.02,True
Will Smith,4738,0.02,True
Utada,4736,0.02,True
Benny Benassi,4733,0.02,True
Savoy,4729,0.02,True
Слот,4729,0.02,True
Cinderella,4726,0.02,True
Friendly Fires,4722,0.02,True
MBLAQ,4719,0.02,True
Solar Fields,4714,0.02,True
Boys Noize,4708,0.02,True
Paul McCartney & Wings,4700,0.02,True
Adept,4698,0.02,True
동방신기,4689,0.02,True
Death from Above 1979,4686,0.02,True
AZ,4681,0.02,True
New Kids on the Block,4678,0.02,True
Curve,4677,0.02,True
Cazuza,4676,0.02,True
The Tiger Lillies,4670,0.02,True
Iron Jesus,4669,0.02,True
Fantasia,4669,0.02,True
松尾清憲,4661,0.02,True
Blue October,4655,0.02,True
Leaves' Eyes,4649,0.02,True
Rachael Yamagata,4646,0.02,True
Lush,4646,0.02,True
Khoiba,4640,0.02,True
Chris Cornell,4635,0.02,True
Minor Threat,4635,0.02,True
Alexandra Stan,4635,0.02,True
Fabolous,4631,0.02,True
The Format,4627,0.02,True
Before the Dawn,4625,0.02,True
Taproot,4624,0.02,True
Van Morrison,4616,0.02,True
Provision,4614,0.02,True
Soulwax,4613,0.02,True
The Future Sound of London,4611,0.02,True
Henning Pauly,4611,0.02,True
The Sandwitches,4607,0.02,True
Juanes,4606,0.02,True
Travie McCoy,4606,0.02,True
Eisregen,4603,0.02,True
Sleeping With Sirens,4603,0.02,True
G-Dragon,4596,0.02,True
Shpongle,4589,0.02,True
Eros Ramazzotti,4585,0.02,True
Current 93,4581,0.02,True
Kristinia DeBarge,4578,0.02,True
Kyo,4567,0.02,True
The Faint,4561,0.02,True
Grand Funk Railroad,4557,0.02,True
Donots,4546,0.02,True
Chicago,4543,0.02,True
Cursive,4539,0.02,True
Porcelain and the Tramps,4530,0.02,True
Richard Hawley,4521,0.02,True
Lagwagon,4518,0.02,True
The Gathering,4518,0.02,True
The Books,4517,0.02,True
Kataklysm,4511,0.02,True
Smile Empty Soul,4507,0.02,True
Jason Aldean,4504,0.02,True
MxPx,4504,0.02,True
Gogol Bordello,4501,0.02,True
Toad the Wet Sprocket,4500,0.02,True
Jon Foreman,4496,0.02,True
빅뱅,4493,0.02,True
twin cities,4492,0.02,True
Ahmet Kaya,4486,0.02,True
Delays,4478,0.02,True
Chase & Status,4473,0.02,True
Angelspit,4471,0.02,True
Rod Stewart,4468,0.02,True
Nautilus Pompilius,4466,0.02,True
E.S. Posthumus,4465,0.02,True
Gentle Giant,4462,0.02,True
Marianas Trench,4447,0.02,True
Box Car Racer,4446,0.02,True
Portugal. The Man,4444,0.02,True
Anna Tatangelo,4444,0.02,True
Tenhi,4444,0.02,True
Armand van Helden,4443,0.02,True
Nekromantix,4442,0.02,True
Guided by Voices,4436,0.02,True
Czesław Śpiewa,4435,0.01,True
See You Next Tuesday,4433,0.01,True
Héroes del Silencio,4433,0.01,True
DJ Krush,4432,0.01,True
Pink Puffers,4431,0.01,True
Mukeka Di Rato,4426,0.01,True
Grabaż i Strachy Na Lachy,4425,0.01,True
Finger Eleven,4420,0.01,True
After One,4415,0.01,True
Buckcherry,4415,0.01,True
Hot Hot Heat,4414,0.01,True
Nightingale,4412,0.01,True
Threshold,4410,0.01,True
Little Big Town,4408,0.01,True
Papoose,4406,0.01,True
Empyrium,4401,0.01,True
Cephalic Carnage,4400,0.01,True
Axiz,4393,0.01,True
Parov Stelar,4390,0.01,True
The Avett Brothers,4389,0.01,True
The Maccabees,4386,0.01,True
Michelle Williams,4384,0.01,True
Elissa,4383,0.01,True
Boney neM,4383,0.01,True
Cody Simpson,4379,0.01,True
LaFee,4378,0.01,True
Sleeping States,4375,0.01,True
The Donnas,4372,0.01,True
Carcass,4371,0.01,True
The Veils,4369,0.01,True
Lesley Roy,4365,0.01,True
Proem,4362,0.01,True
Chew Lips,4349,0.01,True
Evergreen Terrace,4345,0.01,True
David Sylvian,4338,0.01,True
Le Tigre,4323,0.01,True
Sonohra,4316,0.01,True
Dana International,4315,0.01,True
Jeremih,4315,0.01,True
Alesha Dixon,4314,0.01,True
Disciple,4310,0.01,True
Tech N9ne,4305,0.01,True
Les Rythmes Digitales,4303,0.01,True
Them Crooked Vultures,4302,0.01,True
Propaganda,4301,0.01,True
Jacek Kaczmarski,4294,0.01,True
The Exies,4292,0.01,True
Rudimentary Peni,4291,0.01,True
Luke Bryan,4291,0.01,True
Antimatter,4287,0.01,True
Marvin Gaye,4286,0.01,True
HEVO84,4284,0.01,True
Lenny Kravitz,4282,0.01,True
Elmore James,4275,0.01,True
Elio e le Storie Tese,4271,0.01,True
Insomnium,4270,0.01,True
Can,4269,0.01,True
Rob Dougan,4265,0.01,True
Grandaddy,4264,0.01,True
Jo Dee Messina,4260,0.01,True
Richard Ashcroft,4257,0.01,True
Tweet,4249,0.01,True
3 Inches of Blood,4241,0.01,True
The Jackson 5,4239,0.01,True
The Cult,4237,0.01,True
Kate Ryan,4237,0.01,True
Willie Nelson,4234,0.01,True
Amber Pacific,4234,0.01,True
André Valadão,4232,0.01,True
Tuatha De Danann,4230,0.01,True
Example,4229,0.01,True
George Carlin,4225,0.01,True
Helena Paparizou,4223,0.01,True
Édith Piaf,4221,0.01,True
f(x),4221,0.01,True
VV Brown,4212,0.01,True
Verse,4212,0.01,True
Accept,4210,0.01,True
Blank & Jones,4209,0.01,True
Eliza Doolittle,4203,0.01,True
Julio Iglesias,4202,0.01,True
TRUSTcompany,4202,0.01,True
Moloko,4201,0.01,True
Mýa,4197,0.01,True
Flunk,4195,0.01,True
Matt Bianco,4194,0.01,True
The Black Mages,4191,0.01,True
Jay Reatard,4189,0.01,True
A.C.T,4187,0.01,True
Mr. Oizo,4184,0.01,True
The Fall,4180,0.01,True
Job for a Cowboy,4177,0.01,True
Paul Simon,4173,0.01,True
Caribou,4173,0.01,True
Don Omar,4172,0.01,True
The Crystal Method,4170,0.01,True
The Films,4166,0.01,True
Amethystium,4154,0.01,True
Young Jeezy,4145,0.01,True
島みやえい子,4144,0.01,True
Finley,4143,0.01,True
Oficina G3,4141,0.01,True
Bethany Joy Lenz,4134,0.01,True
Rooney,4133,0.01,True
Peter Bjorn and John,4133,0.01,True
The Starting Line,4131,0.01,True
Sixpence None the Richer,4129,0.01,True
Moenia,4119,0.01,True
Sparklehorse,4116,0.01,True
5'nizza,4114,0.01,True
Eldo,4113,0.01,True
...And You Will Know Us by the Trail of Dead,4110,0.01,True
Otep,4108,0.01,True
Nick Carter,4103,0.01,True
Simply Red,4099,0.01,True
Screaming Trees,4099,0.01,True
Xavier Naidoo,4095,0.01,True
Кровосток,4091,0.0,True
The Dear Hunter,4089,0.0,True
Carbon Based Lifeforms,4088,0.0,True
Scracho,4084,0.0,True
Gavin Rossdale,4078,0.0,True
The Sight Below,4078,0.0,True
Gay Fairy Tales,4077,0.0,True
Sentenced,4077,0.0,True
Sunrise Avenue,4072,0.0,True
Jay Dee,4071,0.0,True
Pure Reason Revolution,4069,0.0,True
Sakura,4069,0.0,True
Grendel,4067,0.0,True
Olivia,4061,0.0,True
The Weakerthans,4058,0.0,True
Ryan Adams & The Cardinals,4057,0.0,True
Acústicos & Valvulados,4056,0.0,True
鬼束ちひろ,4056,0.0,True
Gamma Ray,4055,0.0,True
This Beautiful Republic,4053,0.0,True
Jérémy Amelin,4052,0.0,True
Elle Milano,4048,0.0,True
808 State,4039,0.0,True
Metronomy,4033,0.0,True
Myslovitz,4032,0.0,True
Social Distortion,4031,0.0,True
Victoria Beckham,4027,0.0,True
Geri Halliwell,4025,0.0,True
Mono,4024,0.0,True
Maria Rita,4022,0.0,True
Bonnie 'Prince' Billy,4021,0.0,True
Kid Abelha,4021,0.0,True
Joe McElderry,4021,0.0,True
Planet Hemp,4016,0.0,True
Glassjaw,4014,0.0,True
Alina Orlova,4011,0.0,True
Primal Scream,4006,0.0,True
The Cinematic Orchestra,4005,0.0,True
The Cars,4004,0.0,True
Buzzcocks,3999,0.0,True
Murray Gold,3995,0.0,True
Thee Oh Sees,3994,0.0,True
Colby O'Donis,3989,0.0,True
Allison Iraheta,3985,0.0,True
Orchid,3983,0.0,True
Dangers,3982,0.0,True
Chimaira,3978,0.0,True
Symphony X,3974,0.0,True
Theatre of Tragedy,3971,0.0,True
Teen Angels,3969,0.0,True
S'Express,3967,0.0,True
Jazmine Sullivan,3966,0.0,True
Hunter,3966,0.0,True
Kara,3962,0.0,True
Yiruma,3959,0.0,True
RZA,3958,0.0,True
Panda,3954,0.0,True
Amatory,3953,0.0,True
Kiley Dean,3953,0.0,True
Tim Hecker,3952,0.0,True
Joshua Radin,3951,0.0,True
Mumford & Sons,3951,0.0,True
Гражданская Оборона,3950,0.0,True
Hanoi Rocks,3944,0.0,True
Studio 3,3939,0.0,True
Kara Güneş,3934,0.0,True
Neko Case,3932,0.0,True
Grace Jones,3931,0.0,True
Orange Juice,3929,0.0,True
Пилот,3928,0.0,True
Lissy Trullie,3927,0.0,True
Aloha From Hell,3926,0.0,True
Kim Wilde,3922,-0.0,True
Everything Is Made in China,3922,-0.0,True
John Legend,3921,-0.0,True
John Lee Hooker,3916,-0.0,True
Dezerter,3914,-0.0,True
Magne F,3910,-0.0,True
Women,3905,-0.0,True
Warren Haynes,3894,-0.0,True
Mashonda,3893,-0.0,True
Sportfreunde Stiller,3881,-0.0,True
Fefe Dobson,3873,-0.0,True
Cartel,3870,-0.0,True
Howard Jones,3868,-0.0,True
Superguidis,3867,-0.0,True
Maná,3864,-0.0,True
Alice in Videoland,3859,-0.0,True
E Nomine,3859,-0.0,True
"Jump, Little Children",3858,-0.0,True
RAM RIDER,3858,-0.0,True
Diana Krall,3857,-0.0,True
Clark,3848,-0.0,True
Daedelus,3847,-0.0,True
Vanilla Ice,3843,-0.0,True
"Emerson, Lake & Palmer",3842,-0.0,True
Abney Park,3833,-0.0,True
Wynter Gordon,3831,-0.0,True
Unter Null,3829,-0.0,True
Bree Sharp,3822,-0.0,True
The Blackout,3821,-0.0,True
The Crüxshadows,3820,-0.0,True
(hed) Planet Earth,3815,-0.0,True
Violet Indiana,3815,-0.0,True
The Jacksons,3811,-0.0,True
Anthony Rother,3811,-0.0,True
Marjorie Estiano,3809,-0.0,True
Bob Seger,3809,-0.0,True
VAST,3802,-0.0,True
Kosheen,3801,-0.0,True
久石譲,3800,-0.0,True
Ferry Corsten,3791,-0.0,True
Karnivool,3789,-0.0,True
Red House Painters,3789,-0.0,True
Young Guns,3787,-0.0,True
Teairra Mari,3787,-0.0,True
Aimee Mann,3786,-0.0,True
Eisbrecher,3779,-0.0,True
Wolfsheim,3778,-0.0,True
Shinichi Osawa,3771,-0.0,True
H16,3771,-0.0,True
Sixx:A.M.,3765,-0.0,True
RJD2,3765,-0.0,True
Lou Reed,3762,-0.0,True
Bad Brains,3761,-0.0,True
Mya,3759,-0.0,True
Dima Bilan,3758,-0.0,True
The Ark,3757,-0.0,True
Immortal Technique,3754,-0.0,True
Coconut Records,3752,-0.01,True
Emery,3748,-0.01,True
Elliott Yamin,3747,-0.01,True
Ingrid Michaelson,3745,-0.01,True
Superbus,3742,-0.01,True
Dr. Acula,3741,-0.01,True
Haste the Day,3736,-0.01,True
Chylińska,3729,-0.01,True
Snog,3728,-0.01,True
Danny Fernandes,3728,-0.01,True
Ariel Pink's Haunted Graffiti,3726,-0.01,True
Robert Miles,3723,-0.01,True
Светлана Лобода,3720,-0.01,True
Andy Bell,3719,-0.01,True
Lewd Acts,3719,-0.01,True
The Ataris,3719,-0.01,True
Andy Taylor,3717,-0.01,True
Light This City,3715,-0.01,True
Grup Yorum,3715,-0.01,True
Every Time I Die,3709,-0.01,True
Martina McBride,3708,-0.01,True
#####,3707,-0.01,True
Michael Andrews,3707,-0.01,True
Ida Maria,3706,-0.01,True
Lao Che,3703,-0.01,True
Family Fantastic,3702,-0.01,True
Front Line Assembly,3700,-0.01,True
Massacre On The Dancefloor,3700,-0.01,True
Pentagram,3698,-0.01,True
Have Heart,3697,-0.01,True
Fake Number,3697,-0.01,True
Jamie T,3696,-0.01,True
Camp Rock,3693,-0.01,True
Double You,3691,-0.01,True
Matisyahu,3689,-0.01,True
Chris Bathgate,3683,-0.01,True
Syrup16g,3681,-0.01,True
Shadows Fall,3681,-0.01,True
Eagles of Death Metal,3680,-0.01,True
The Cab,3671,-0.01,True
Big L,3670,-0.01,True
I-Dep,3664,-0.01,True
Arovane,3662,-0.01,True
Talib Kweli,3659,-0.01,True
La Dispute,3655,-0.01,True
Rampkorv,3654,-0.01,True
Ghost Brigade,3649,-0.01,True
Across Five Aprils,3648,-0.01,True
Eberg,3648,-0.01,True
Living Colour,3645,-0.01,True
Belinda Carlisle,3645,-0.01,True
Ginuwine,3640,-0.01,True
My Dying Bride,3637,-0.01,True
Fagget Fairys,3635,-0.01,True
Teedra Moses,3634,-0.01,True
James Fauntleroy,3634,-0.01,True
Supercar,3632,-0.01,True
Café Del Mar,3622,-0.01,True
Jazzkantine,3622,-0.01,True
Sunset Rubdown,3619,-0.01,True
Udora,3619,-0.01,True
LMFAO,3619,-0.01,True
X JAPAN,3616,-0.01,True
Vader,3614,-0.01,True
Silver Jews,3614,-0.01,True
Lower Dens,3609,-0.01,True
The Reign Of Kindo,3609,-0.01,True
Abandon All Ships,3605,-0.01,True
Sergey Lazarev,3602,-0.01,True
Black Moth Super Rainbow,3597,-0.01,True
Sean Kingston,3597,-0.01,True
The Organ,3595,-0.01,True
Chamillionaire,3586,-0.01,True
Kimya Dawson,3577,-0.01,True
Maximum the Hormone,3577,-0.01,True
George Thorogood,3566,-0.01,True
InMe,3563,-0.01,True
Lillix,3562,-0.01,True
Infernal,3561,-0.01,True
Swans,3559,-0.01,True
Scary Kids Scaring Kids,3559,-0.01,True
Mortician,3557,-0.01,True
H2O,3557,-0.01,True
Andrew Lloyd Webber,3550,-0.01,True
Luzmelt,3546,-0.01,True
Pouca Vogal,3545,-0.01,True
Lara Fabian,3545,-0.01,True
Suicidal Tendencies,3541,-0.01,True
Julie London,3539,-0.01,True
Peter Doherty,3537,-0.01,True
Danzig,3535,-0.01,True
Jay-Jay Johanson,3534,-0.01,True
Thursday,3533,-0.01,True
Bandista,3531,-0.01,True
三船　浩／キング男声合唱団,3524,-0.01,True
Heaven & Hell,3523,-0.01,True
The Stranglers,3520,-0.01,True
The Mamas & The Papas,3519,-0.01,True
Yagya,3518,-0.01,True
Electric Disection,3518,-0.01,True
Archie Star,3517,-0.01,True
Xzibit,3516,-0.01,True
Nek,3515,-0.01,True
BWO,3513,-0.01,True
Hanzel und Gretyl,3512,-0.01,True
Happy Mondays,3510,-0.01,True
Ektomorf,3509,-0.01,True
Dope Stars Inc.,3508,-0.01,True
The Last Of Lucy,3506,-0.01,True
Океан Ельзи,3505,-0.01,True
Ash,3504,-0.01,True
SLAPPER,3494,-0.01,True
The Moody Blues,3493,-0.01,True
エンジェル隊,3491,-0.01,True
浜渦正志,3490,-0.01,True
Jane Air,3489,-0.01,True
東方神起,3489,-0.01,True
Donna Summer,3484,-0.01,True
Monster Magnet,3482,-0.01,True
Wael Kfoury,3480,-0.01,True
Cherish,3480,-0.01,True
Tiger Army,3480,-0.01,True
Jordan Pruitt,3477,-0.01,True
Camila,3472,-0.01,True
Cancer Bats,3468,-0.01,True
Cinedisco,3468,-0.01,True
After School,3464,-0.01,True
This Town Needs Guns,3463,-0.01,True
Cazwell,3462,-0.01,True
Amiina,3460,-0.01,True
Arsonists Get All The Girls,3459,-0.01,True
Maritime,3458,-0.01,True
Meryl Streep,3451,-0.01,True
At the Gates,3450,-0.01,True
I Am Kloot,3449,-0.01,True
Bayside,3448,-0.01,True
Jadakiss,3448,-0.01,True
Lydia,3448,-0.01,True
N*E*R*D,3444,-0.01,True
Suicide Commando,3441,-0.01,True
Junkie XL,3441,-0.01,True
Pseudo Echo,3441,-0.01,True
John Taylor,3440,-0.01,True
Angus & Julia Stone,3440,-0.01,True
Silbermond,3439,-0.01,True
PerroZompopo,3435,-0.01,True
John Denver,3433,-0.01,True
Obie Trice,3430,-0.01,True
Straight Ahead,3430,-0.01,True
Barry Manilow,3430,-0.01,True
Noisettes,3429,-0.01,True
Bohren & der Club of Gore,3428,-0.01,True
Between the Trees,3427,-0.01,True
Marie Serneholt,3427,-0.01,True
Tom Petty,3427,-0.01,True
Aural Vampire,3423,-0.01,True
Modà,3415,-0.01,True
EastWest Rockers,3414,-0.01,True
Joaquín Sabina,3413,-0.01,True
Graham Coxon,3407,-0.02,True
N.R.M.,3407,-0.02,True
Figurines,3406,-0.02,True
Nick Lachey,3405,-0.02,True
Saxon,3403,-0.02,True
Tomahawk,3399,-0.02,True
Edvin Marton,3399,-0.02,True
The Birthday Party,3397,-0.02,True
The Rapture,3397,-0.02,True
Roberta Sá,3395,-0.02,True
Satyricon,3390,-0.02,True
Wonder Girls,3389,-0.02,True
Robots in Disguise,3382,-0.02,True
Salvador,3380,-0.02,True
Mouse on Mars,3376,-0.02,True
Evergrey,3375,-0.02,True
Brie Larson,3374,-0.02,True
Graf Orlock,3372,-0.02,True
Farid Bang,3368,-0.02,True
Liars,3366,-0.02,True
Sex Gang Children,3366,-0.02,True
Chayanne,3362,-0.02,True
Ny,3360,-0.02,True
The Four Tops,3358,-0.02,True
Paint It Black,3355,-0.02,True
Newton Faulkner,3353,-0.02,True
The Trews,3351,-0.02,True
Brujeria,3351,-0.02,True
Elvis Costello & The Attractions,3350,-0.02,True
Live,3345,-0.02,True
Blaze,3345,-0.02,True
HEALTH,3344,-0.02,True
Megaherz,3341,-0.02,True
Blind Melon,3339,-0.02,True
Tristania,3338,-0.02,True
Adam and the Ants,3336,-0.02,True
Stare Dobre Małżeństwo,3335,-0.02,True
ASIAN KUNG-FU GENERATION,3334,-0.02,True
Abril,3333,-0.02,True
Sara Evans,3332,-0.02,True
Shivaree,3332,-0.02,True
The Twilight Sad,3331,-0.02,True
Dżem,3330,-0.02,True
Lena,3322,-0.02,True
Эпидемия,3322,-0.02,True
Between the Buried and Me,3319,-0.02,True
Patti Smith,3319,-0.02,True
Kollegah,3318,-0.02,True
Nivea,3318,-0.02,True
Corrosion of Conformity,3318,-0.02,True
The Ghost Inside,3317,-0.02,True
Suzanne Vega,3317,-0.02,True
The Frozen Autumn,3316,-0.02,True
Beach Fossils,3314,-0.02,True
Common,3313,-0.02,True
Bonnie Tyler,3310,-0.02,True
Bola,3309,-0.02,True
Robert Plant,3308,-0.02,True
FankaDeli,3307,-0.02,True
Mnemic,3306,-0.02,True
Shemales From outta Space of Death,3305,-0.02,True
Söhne Mannheims,3303,-0.02,True
Zeca Baleiro,3301,-0.02,True
Shipwreck A.D.,3301,-0.02,True
AFX,3297,-0.02,True
U-KISS,3295,-0.02,True
Steppenwolf,3295,-0.02,True
Boyz II Men,3295,-0.02,True
Dot Dot Curve :),3291,-0.02,True
Equilibrium,3289,-0.02,True
The Friday Night Boys,3287,-0.02,True
John Mellencamp,3281,-0.02,True
David Usher,3278,-0.02,True
The Derek Trucks Band,3276,-0.02,True
Ochre,3275,-0.02,True
Heather Headley,3275,-0.02,True
Cripple Bastards,3273,-0.02,True
Sookee,3270,-0.02,True
Diabolical Masquerade,3269,-0.02,True
Snakeprint,3269,-0.02,True
Primus,3260,-0.02,True
Bibio,3255,-0.02,True
Jonny Craig,3252,-0.02,True
Bert Jansch,3251,-0.02,True
Less Than Jake,3249,-0.02,True
Sean Lennon,3247,-0.02,True
Information Society,3246,-0.02,True
Анна Герман,3246,-0.02,True
Humble Pie,3245,-0.02,True
Mystery Jets,3242,-0.02,True
Mark Morgan,3242,-0.02,True
Supergrass,3238,-0.02,True
Space Cowboy,3236,-0.02,True
"Oh, Sleeper",3233,-0.02,True
Vanilla Ninja,3231,-0.02,True
iwrestledabearonce,3229,-0.02,True
A Silver Mt. Zion,3227,-0.02,True
Maria Gadú,3225,-0.02,True
Sacred Steel,3225,-0.02,True
Good Shoes,3225,-0.02,True
The Chariot,3223,-0.02,True
Men Without Hats,3223,-0.02,True
Gipsy Kings,3222,-0.02,True
Theory of a Deadman,3221,-0.02,True
CéU,3219,-0.02,True
Saves the Day,3218,-0.02,True
Delerium,3217,-0.02,True
Steven Wilson,3207,-0.02,True
Alexander Brandon,3206,-0.02,True
Aqua,3201,-0.02,True
Heart,3197,-0.02,True
Styles P,3196,-0.02,True
Nadia Oh,3195,-0.02,True
Kutless,3191,-0.02,True
Insect Warfare,3190,-0.02,True
Slash,3187,-0.02,True
Chico Science & Nação Zumbi,3187,-0.02,True
Isles & Glaciers,3186,-0.02,True
UVERworld,3185,-0.02,True
Renato Russo,3184,-0.02,True
The Agonist,3184,-0.02,True
Aliceffekt,3183,-0.02,True
L7,3179,-0.02,True
Madeleine Peyroux,3179,-0.02,True
Rick GhraphiXxX,3176,-0.02,True
Pale Saints,3175,-0.02,True
DOYOULIKE?,3172,-0.02,True
The Wallflowers,3171,-0.02,True
Kevin Riepl,3169,-0.02,True
Brooke Hogan,3168,-0.02,True
Barbra Streisand,3168,-0.02,True
Novos Baianos,3168,-0.02,True
Michael Giacchino,3167,-0.02,True
Ana Cañas,3163,-0.02,True
Claude Debussy,3162,-0.02,True
TV-2,3162,-0.02,True
Remy Zero,3162,-0.02,True
Natiruts,3162,-0.02,True
Minks,3160,-0.02,True
Calexico,3160,-0.02,True
Courtney Love,3157,-0.02,True
Neneh Cherry,3152,-0.02,True
Boney M.,3150,-0.02,True
Electrik Red,3146,-0.02,True
Jennifer Love Hewitt,3146,-0.02,True
Bikini Kill,3146,-0.02,True
Thomas Dolby,3145,-0.02,True
Counting Crows,3144,-0.02,True
Disarmonia Mundi,3139,-0.02,True
Bow Wow,3138,-0.02,True
Paloma Faith,3136,-0.02,True
Mario,3136,-0.02,True
Lost,3132,-0.02,True
Agnostic Front,3128,-0.02,True
ISAN,3127,-0.02,True
ルルティア,3126,-0.02,True
Kari Jobe,3123,-0.02,True
We Are The Ocean,3115,-0.02,True
Jonny Greenwood,3112,-0.02,True
Vanessa-Mae,3112,-0.02,True
The Chameleons,3111,-0.02,True
Tinie Tempah,3110,-0.02,True
Agoraphobic Nosebleed,3109,-0.02,True
Passengers,3109,-0.02,True
Maybeshewill,3107,-0.02,True
Chris Spheeris,3106,-0.02,True
Miike Snow,3101,-0.02,True
Built to Spill,3100,-0.02,True
Chrisette Michele,3099,-0.02,True
Drake Bell,3099,-0.02,True
Daniel Powter,3099,-0.02,True
A Wilhelm Scream,3099,-0.02,True
Sebadoh,3095,-0.02,True
Toto,3094,-0.02,True
Thermo,3091,-0.02,True
XP8,3085,-0.02,True
Russian Circles,3085,-0.02,True
Jan Delay,3082,-0.02,True
Tiê,3080,-0.02,True
Sleater-Kinney,3080,-0.02,True
Carissa's Wierd,3076,-0.02,True
Coburn,3074,-0.02,True
Stevie Ray Vaughan and Double Trouble,3074,-0.02,True
Snow White's Poison Bite,3073,-0.02,True
Kelly Osbourne,3073,-0.02,True
Ella Fitzgerald,3073,-0.02,True
Matt Pokora,3071,-0.03,True
Okkervil River,3069,-0.03,True
Ірина Білик,3067,-0.03,True
Leathermouth,3062,-0.03,True
Glenn Miller,3059,-0.03,True
The Tears,3059,-0.03,True
Toby Keith,3054,-0.03,True
Land of Talk,3054,-0.03,True
Demons & Wizards,3043,-0.03,True
The Stooges,3042,-0.03,True
Late Night Alumni,3040,-0.03,True
Bloodparade,3039,-0.03,True
Murder by Death,3039,-0.03,True
Trans-Siberian Orchestra,3038,-0.03,True
µ-Ziq,3034,-0.03,True
Belvedere,3032,-0.03,True
Meat Loaf,3031,-0.03,True
BONNIE PINK,3030,-0.03,True
Crematory,3030,-0.03,True
Cabaret Voltaire,3029,-0.03,True
Spiral69,3024,-0.03,True
Sam Cooke,3019,-0.03,True
MOSAIC.WAV,3019,-0.03,True
Magrudergrind,3017,-0.03,True
Buddy Guy,3015,-0.03,True
Necrophagist,3014,-0.03,True
Lovex,3013,-0.03,True
Noir Désir,3012,-0.03,True
Danielle Peck,3010,-0.03,True
Bubba Sparxxx,3009,-0.03,True
Jem,3009,-0.03,True
In the Nursery,3006,-0.03,True
Tubax,3005,-0.03,True
Federico Miranda,3005,-0.03,True
Lone,3004,-0.03,True
Uniklubi,3003,-0.03,True
The Fiery Furnaces,2999,-0.03,True
Some Girls,2998,-0.03,True
Mudhoney,2998,-0.03,True
Lights Out Asia,2998,-0.03,True
Killing Joke,2996,-0.03,True
Amanda Palmer,2994,-0.03,True
Little Richard,2988,-0.03,True
Aqualung,2987,-0.03,True
Erik Satie,2986,-0.03,True
Shearwater,2982,-0.03,True
Frightened Rabbit,2981,-0.03,True
Kashmir,2981,-0.03,True
One Morning Left,2980,-0.03,True
Robin Guthrie & Harold Budd,2978,-0.03,True
The Coral,2976,-0.03,True
Abe Vigoda,2974,-0.03,True
Mod Sun,2973,-0.03,True
María Pretiz,2971,-0.03,True
Mooncake,2970,-0.03,True
The Notwist,2970,-0.03,True
John Zorn,2969,-0.03,True
Chris Garneau,2965,-0.03,True
Farewell,2963,-0.03,True
Girl Talk,2961,-0.03,True
Hard-Fi,2960,-0.03,True
O.N.A.,2959,-0.03,True
Ludacris,2957,-0.03,True
Future World Music,2956,-0.03,True
Karl Wolf,2955,-0.03,True
Amy Pearson,2949,-0.03,True
Trembling Blue Stars,2947,-0.03,True
天門,2946,-0.03,True
Deathspell Omega,2943,-0.03,True
Ceremony,2942,-0.03,True
Chic,2941,-0.03,True
A,2936,-0.03,True
Joe Budden,2934,-0.03,True
Madina Lake,2928,-0.03,True
The Secret Handshake,2925,-0.03,True
My Ticket Home,2924,-0.03,True
Untouchable,2923,-0.03,True
Lonny Breaux,2921,-0.03,True
Marteria,2917,-0.03,True
